date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/25/2025,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"740,950","$24,666,225.50",9.45%
04/25/2025,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"938,976","$21,634,007.04",8.29%
04/25/2025,ARKX,ROCKET LAB USA INC,RKLB,773122106,"924,291","$20,223,487.08",7.75%
04/25/2025,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,111,598","$18,075,278.88",6.92%
04/25/2025,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"162,030","$17,463,593.40",6.69%
04/25/2025,ARKX,AEROVIRONMENT INC,AVAV,008073108,"101,824","$15,166,684.80",5.81%
04/25/2025,ARKX,TRIMBLE INC,TRMB,896239100,"244,205","$15,055,238.25",5.77%
04/25/2025,ARKX,TERADYNE INC,TER,880770102,"169,385","$13,093,460.50",5.02%
04/25/2025,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"51,875","$11,219,006.25",4.30%
04/25/2025,ARKX,AMAZON.COM INC,AMZN,023135106,"54,449","$10,156,916.46",3.89%
04/25/2025,ARKX,KOMATSU LTD,6301,6496584,"341,988","$9,566,701.21",3.66%
04/25/2025,ARKX,THALES SA,HO,4162791,"30,692","$8,431,311.38",3.23%
04/25/2025,ARKX,DEERE & CO,DE,244199105,"16,524","$7,675,563.24",2.94%
04/25/2025,ARKX,JOBY AVIATION INC,JOBY,G65163100,"1,046,417","$6,780,782.16",2.60%
04/25/2025,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"2,331,945","$6,249,612.60",2.39%
04/25/2025,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"150,003","$5,486,852.53",2.10%
04/25/2025,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"26,165","$5,209,713.15",2.00%
04/25/2025,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"30,693","$4,955,998.71",1.90%
04/25/2025,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"11,568","$4,376,058.72",1.68%
04/25/2025,ARKX,ADVANCED MICRO DEVICES,AMD,007903107,"44,159","$4,171,700.73",1.60%
04/25/2025,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"198,754","$3,869,899.38",1.48%
04/25/2025,ARKX,HEICO CORP,HEI,422806109,"14,781","$3,654,011.01",1.40%
04/25/2025,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,347,125","$3,611,892.32",1.38%
04/25/2025,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,288","$3,346,139.44",1.28%
04/25/2025,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"15,808","$3,173,297.92",1.22%
04/25/2025,ARKX,AIRBUS SE,AIR,4012250,"18,008","$2,813,987.04",1.08%
04/25/2025,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"5,601","$2,614,602.81",1.00%
04/25/2025,ARKX,SYNOPSYS INC,SNPS,871607107,"5,580","$2,449,062.00",0.94%
04/25/2025,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"195,663","$2,214,905.16",0.85%
04/25/2025,ARKX,INTUITIVE MACHINES INC,LUNR,46125A100,"227,514","$1,906,567.32",0.73%
04/25/2025,ARKX,3D SYSTEMS CORP,DDD,88554D205,"585,037","$1,134,971.78",0.43%
04/25/2025,ARKX,ANSYS INC,ANSS,03662Q105,"1,257","$397,664.52",0.15%
04/25/2025,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"200,378","$200,378.12",0.08%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
