date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/28/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,978,531","$171,815,632.04",11.04%
03/28/2025,ARKW,TESLA INC,TSLA,88160R101,"468,546","$127,973,968.98",8.22%
03/28/2025,ARKW,ROKU INC,ROKU,77543R102,"1,463,948","$111,333,245.40",7.15%
03/28/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,658,881","$98,703,419.50",6.34%
03/28/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,095,439","$92,178,361.61",5.92%
03/28/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"471,104","$88,840,792.32",5.71%
03/28/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"925,267","$83,357,304.03",5.36%
03/28/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"122,185","$73,626,237.30",4.73%
03/28/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"642,639","$65,883,350.28",4.23%
03/28/2025,ARKW,BLOCK INC,XYZ,852234103,"844,205","$48,111,242.95",3.09%
03/28/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"4,303,667","$46,651,750.28",3.00%
03/28/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"95,937","$35,166,666.72",2.26%
03/28/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"853,862","$31,627,048.48",2.03%
03/28/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"48,218","$27,977,047.96",1.80%
03/28/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"138,559","$27,900,240.24",1.79%
03/28/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"255,510","$27,250,141.50",1.75%
03/28/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"12,698","$26,613,103.30",1.71%
