date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/11/2025,ARKX,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"860,099","$25,587,945.25",9.71%
03/11/2025,ARKX,KRATOS DEFENSE & SECURITY,KTOS,50077B207,"864,553","$25,227,656.54",9.58%
03/11/2025,ARKX,TERADYNE INC,TER,880770102,"163,382","$17,150,208.54",6.51%
03/11/2025,ARKX,ROCKET LAB USA INC,RKLB,773122106,"972,801","$16,654,353.12",6.32%
03/11/2025,ARKX,TRIMBLE INC,TRMB,896239100,"249,365","$16,585,266.15",6.30%
03/11/2025,ARKX,ARCHER AVIATION INC-A,ACHR,03945R102,"2,156,220","$14,662,296.00",5.57%
03/11/2025,ARKX,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"165,456","$12,637,529.28",4.80%
03/11/2025,ARKX,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"51,226","$11,159,584.10",4.24%
03/11/2025,ARKX,AMAZON.COM INC,AMZN,023135106,"55,601","$10,816,618.54",4.11%
03/11/2025,ARKX,AEROVIRONMENT INC,AVAV,008073108,"86,678","$10,691,731.30",4.06%
03/11/2025,ARKX,KOMATSU LTD,6301,6496584,"349,188","$10,448,256.89",3.97%
03/11/2025,ARKX,DEERE & CO,DE,244199105,"16,872","$8,246,696.16",3.13%
03/11/2025,ARKX,THALES SA,HO,4162791,"31,340","$8,018,748.85",3.04%
03/11/2025,ARKX,BLADE AIR MOBILITY INC,BLDE,092667104,"2,381,223","$6,905,546.70",2.62%
03/11/2025,ARKX,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"153,171","$6,685,001.99",2.54%
03/11/2025,ARKX,JOBY AVIATION INC,JOBY,G65163100,"1,068,533","$6,571,477.95",2.49%
03/11/2025,ARKX,GARMIN LTD,GRMN UN,B3Z5T14,"26,717","$5,752,704.44",2.18%
03/11/2025,ARKX,ALPHABET INC-CL C,GOOG,02079K107,"31,341","$5,259,333.21",2.00%
03/11/2025,ARKX,ELBIT SYSTEMS LTD,ESLT,M3760D101,"13,469","$4,685,191.65",1.78%
03/11/2025,ARKX,ADVANCED MICRO DEVICES,AMD,007903107,"45,089","$4,356,950.07",1.65%
03/11/2025,ARKX,THE 3D PRINTING ETF,PRNT,00214Q500,"202,954","$4,156,355.85",1.58%
03/11/2025,ARKX,JD LOGISTICS INC,2618,BNMBPD9,"2,396,925","$4,048,150.97",1.54%
03/11/2025,ARKX,HEICO CORP,HEI,422806109,"15,093","$3,873,165.66",1.47%
03/11/2025,ARKX,TELEDYNE TECHNOLOGIES INC,TDY,879360105,"7,444","$3,566,122.64",1.35%
03/11/2025,ARKX,HONEYWELL INTERNATIONAL INC,HON,438516106,"16,144","$3,451,910.08",1.31%
03/11/2025,ARKX,AIRBUS SE,AIR,4012250,"18,386","$3,248,794.15",1.23%
03/11/2025,ARKX,LOCKHEED MARTIN CORP,LMT,539830109,"5,721","$2,741,331.57",1.04%
03/11/2025,ARKX,SYNOPSYS INC,SNPS,871607107,"5,700","$2,450,145.00",0.93%
03/11/2025,ARKX,ANSYS INC,ANSS,03662Q105,"7,655","$2,439,725.05",0.93%
03/11/2025,ARKX,UIPATH INC - CLASS A,PATH,90364P105,"199,803","$2,419,614.33",0.92%
03/11/2025,ARKX,3D SYSTEMS CORP,DDD,88554D205,"597,403","$1,660,780.34",0.63%
03/11/2025,ARKX,INTUITIVE MACHINES INC,LUNR,46125A100,"156,921","$1,063,924.38",0.40%
03/11/2025,ARKX,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"171,753","$171,752.77",0.07%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
