date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/25/2025,ARKK,TESLA INC,TSLA,88160R101,"2,339,956","$651,420,350.84",11.07%
03/25/2025,ARKK,ROKU INC,ROKU,77543R102,"6,308,961","$512,476,902.03",8.71%
03/25/2025,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"2,069,268","$420,144,174.72",7.14%
03/25/2025,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"6,575,311","$402,277,526.98",6.83%
03/25/2025,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"3,862,722","$373,718,353.50",6.35%
03/25/2025,ARKK,TEMPUS AI INC,TEM,88023B103,"5,351,378","$315,731,302.00",5.36%
03/25/2025,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"7,303,266","$311,265,196.92",5.29%
03/25/2025,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,619,264","$286,233,169.92",4.86%
03/25/2025,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"5,775,642","$279,310,047.12",4.75%
03/25/2025,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,632,765","$163,256,459.10",2.77%
03/25/2025,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"17,399,050","$155,373,516.50",2.64%
03/25/2025,ARKK,BLOCK INC,XYZ,852234103,"2,339,967","$146,435,134.86",2.49%
03/25/2025,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"226,381","$140,095,881.85",2.38%
03/25/2025,ARKK,PAGERDUTY INC,PD,69553P100,"7,212,234","$139,484,605.56",2.37%
03/25/2025,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"5,570,838","$133,755,820.38",2.27%
03/25/2025,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"19,629,812","$133,286,423.48",2.26%
03/25/2025,ARKK,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"3,045,904","$123,420,030.08",2.10%
03/25/2025,ARKK,AMAZON.COM INC,AMZN,023135106,"597,774","$121,503,543.24",2.06%
03/25/2025,ARKK,TERADYNE INC,TER,880770102,"1,186,983","$108,015,453.00",1.84%
03/25/2025,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"836,852","$95,275,600.20",1.62%
03/25/2025,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"8,901,345","$92,484,974.55",1.57%
03/25/2025,ARKK,VERACYTE INC,VCYT,92337F107,"2,545,508","$84,409,045.28",1.43%
03/25/2025,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,"2,408,180","$81,974,447.20",1.39%
03/25/2025,ARKK,GITLAB INC-CL A,GTLB,37637K108,"1,545,604","$80,556,880.48",1.37%
03/25/2025,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"8,594,092","$80,010,996.52",1.36%
03/25/2025,ARKK,NATERA INC,NTRA,632307104,"483,143","$74,321,887.69",1.26%
03/25/2025,ARKK,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"1,148,961","$68,179,345.74",1.16%
03/25/2025,ARKK,ILLUMINA INC,ILMN,452327109,"756,618","$66,597,516.36",1.13%
03/25/2025,ARKK,DEERE & CO,DE,244199105,"127,462","$61,176,661.52",1.04%
03/25/2025,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"2,112,810","$59,560,113.90",1.01%
03/25/2025,ARKK,UIPATH INC - CLASS A,PATH,90364P105,"5,314,336","$59,573,706.56",1.01%
03/25/2025,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"20,992,086","$27,919,474.38",0.47%
03/25/2025,ARKK,CERUS CORP,CERS,157085101,"11,830,799","$18,456,046.44",0.31%
03/25/2025,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"14,712,077","$14,712,077.08",0.25%
03/25/2025,ARKK,PRIME MEDICINE INC,PRME,74168J101,"1,067,827","$2,167,688.81",0.04%
03/25/2025,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"118,257","$1,622,486.04",0.03%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
