date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/08/2025,ARKW,ARK BITCOIN ETF HOLDCO (ARKW),,MM0051EWE,"1,819,035","$141,684,636.15",11.20%
04/08/2025,ARKW,TESLA INC,TSLA,88160R101,"448,893","$104,722,247.97",8.28%
04/08/2025,ARKW,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"532,132","$83,693,720.96",6.62%
04/08/2025,ARKW,ROKU INC,ROKU,77543R102,"1,354,015","$77,354,876.95",6.12%
04/08/2025,ARKW,ROBLOX CORP -CLASS A,RBLX,771049103,"1,441,422","$75,717,897.66",5.99%
04/08/2025,ARKW,ROBINHOOD MARKETS INC - A,HOOD,770700102,"2,007,562","$71,087,770.42",5.62%
04/08/2025,ARKW,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"886,462","$69,002,202.08",5.46%
04/08/2025,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"117,063","$60,433,773.75",4.78%
04/08/2025,ARKW,SHOPIFY INC - CLASS A,SHOP,82509L107,"615,690","$48,528,685.80",3.84%
04/08/2025,ARKW,BLOCK INC,XYZ,852234103,"808,805","$40,820,388.35",3.23%
04/08/2025,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,908,524","$34,785,863.60",2.75%
04/08/2025,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"91,907","$29,810,954.52",2.36%
04/08/2025,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"818,050","$26,897,484.00",2.13%
04/08/2025,ARKW,AMAZON.COM INC,AMZN,023135106,"143,914","$25,222,367.64",1.99%
04/08/2025,ARKW,COREWEAVE INC-CL A,CRWV,21873S108,"489,566","$24,404,865.10",1.93%
04/08/2025,ARKW,GITLAB INC-CL A,GTLB,37637K108,"527,307","$22,568,739.60",1.78%
04/08/2025,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"39,851","$20,681,473.47",1.64%
04/08/2025,ARKW,ADVANCED MICRO DEVICES,AMD,007903107,"244,798","$20,474,904.72",1.62%
04/08/2025,ARKW,RUBRIK INC-A,RBRK,781154109,"379,671","$20,130,156.42",1.59%
04/08/2025,ARKW,MERCADOLIBRE INC,MELI,58733R102,"11,115","$19,948,423.95",1.58%
04/08/2025,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"201,941","$19,862,916.76",1.57%
04/08/2025,ARKW,PAGERDUTY INC,PD,69553P100,"1,293,186","$19,371,926.28",1.53%
04/08/2025,ARKW,PINTEREST INC- CLASS A,PINS,72352L106,"708,089","$17,985,460.60",1.42%
04/08/2025,ARKW,TOAST INC-CLASS A,TOST,888787108,"568,123","$17,441,376.10",1.38%
04/08/2025,ARKW,SALESFORCE INC,CRM,79466L302,"70,568","$17,233,411.28",1.36%
04/08/2025,ARKW,IBOTTA INC-CL A,IBTA,451051106,"356,310","$15,827,290.20",1.25%
04/08/2025,ARKW,QUALCOMM INC,QCOM,747525103,"118,297","$15,345,486.84",1.21%
04/08/2025,ARKW,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"297,030","$13,764,370.20",1.09%
04/08/2025,ARKW,UNITY SOFTWARE INC,U,91332U101,"802,334","$13,840,261.50",1.09%
04/08/2025,ARKW,TAIWAN SEMICONDUCTOR-SP ADR,TSM,874039100,"91,302","$13,345,613.34",1.06%
04/08/2025,ARKW,NVIDIA CORP,NVDA,67066G104,"130,495","$12,741,531.80",1.01%
04/08/2025,ARKW,REDDIT INC-CL A,RDDT,75734B100,"125,750","$11,694,750.00",0.92%
04/08/2025,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"126,340","$11,143,188.00",0.88%
04/08/2025,ARKW,PURE STORAGE INC - CLASS A,PSTG,74624M102,"272,776","$10,501,876.00",0.83%
04/08/2025,ARKW,MICROSOFT CORP,MSFT,594918104,"27,145","$9,714,109.70",0.77%
04/08/2025,ARKW,NEXTDOOR HOLDINGS INC,KIND,65345M108,"6,219,749","$8,956,438.56",0.71%
04/08/2025,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"1,382,434","$8,409,119.30",0.66%
04/08/2025,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"81,006","$6,461,038.56",0.51%
04/08/2025,ARKW,UIPATH INC - CLASS A,PATH,90364P105,"186,557","$1,826,393.03",0.14%
04/08/2025,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,163,349","$1,163,349.16",0.09%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
