date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/17/2025,PRNT,AMETEK INC,AME,031100100,"7,391","$1,171,621.32",1.68%
04/17/2025,PRNT,L3HARRIS TECHNOLOGIES INC,LHX,502431109,"5,273","$1,154,154.24",1.66%
04/17/2025,PRNT,GENERAL ELECTRIC,GE,369604301,"6,316","$1,152,354.20",1.66%
04/17/2025,PRNT,LINCOLN ELECTRIC HOLDINGS,LECO,533900106,"5,934","$1,052,038.86",1.51%
04/17/2025,PRNT,ALIGN TECHNOLOGY INC,ALGN,016255101,"5,984","$1,000,405.12",1.44%
04/17/2025,PRNT,MELROSE INDUSTRIES PLC,MRO,BNGDN82,"169,704","$942,200.93",1.35%
04/17/2025,PRNT,MOOG INC-CLASS A,MOG/A,615394202,"5,582","$911,652.24",1.31%
04/17/2025,PRNT,KAISER ALUMINUM CORP,KALU,483007704,"15,484","$843,103.80",1.21%
04/17/2025,PRNT,UNITED PARCEL SERVICE-CL B,UPS,911312106,"8,863","$834,894.60",1.20%
04/17/2025,PRNT,VOESTALPINE AG,VOE,4943402,"4,607","$112,049.83",0.16%
04/17/2025,PRNT,EVONIK INDUSTRIES AG,EVK,B5ZQ9D3,"4,997","$106,400.26",0.15%
04/17/2025,PRNT,TORAY INDUSTRIES INC,3402,6897143,"14,205","$88,259.61",0.13%
04/17/2025,PRNT,SANDVIK AB,SAND,B1VQ252,"4,778","$92,996.83",0.13%
04/17/2025,PRNT,ARKEMA,AKE,B0Z5YZ2,"1,166","$81,983.65",0.12%
04/17/2025,PRNT,3M CO,MMM,88579Y101,581,"$75,797.26",0.11%
04/17/2025,PRNT,EASTMAN KODAK CO,KODK,277461406,"12,087","$73,730.70",0.11%
04/17/2025,PRNT,SGL CARBON SE,SGL,4818351,"20,784","$78,570.40",0.11%
04/17/2025,PRNT,HENKEL AG & CO KGAA VOR-PREF,HEN3,5076705,"1,018","$78,010.77",0.11%
04/17/2025,PRNT,JABIL INC,JBL,466313103,500,"$66,935.00",0.10%
04/17/2025,PRNT,EASTMAN CHEMICAL CO,EMN,277432100,884,"$67,882.36",0.10%
04/17/2025,PRNT,CARPENTER TECHNOLOGY,CRS,144285103,400,"$68,872.00",0.10%
04/17/2025,PRNT,ATI INC,ATI,01741R102,"1,545","$70,637.40",0.10%
04/17/2025,PRNT,HEXCEL CORP,HXL,428291108,"1,269","$66,127.59",0.09%
04/17/2025,PRNT,5N PLUS INC,VNP,B2B3VZ3,"15,306","$62,171.48",0.09%
04/17/2025,PRNT,AVIENT CORP,AVNT,05368V106,"1,932","$59,524.92",0.09%
04/17/2025,PRNT,MATERION CORP,MTRN,576690101,807,"$63,220.38",0.09%
04/17/2025,PRNT,DUPONT DE NEMOURS INC,DD,26614N102,"1,044","$61,857.00",0.09%
04/17/2025,PRNT,MARKFORGED HOLDING CORP,,57064N201,1,$4.78,0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
