date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/17/2025,PRNT,BICO GROUP AB,BICO,BKMFJ94,"1,056,810","$4,094,357.52",5.88%
04/17/2025,PRNT,STRATASYS LTD,SSYS,M85548101,"374,010","$3,485,773.20",5.01%
04/17/2025,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"3,385,726","$3,385,725.81",4.86%
04/17/2025,PRNT,TITOMIC LTD,TTT,BYZ03N6,"22,218,526","$3,326,253.78",4.78%
04/17/2025,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"84,773","$3,230,762.23",4.64%
04/17/2025,PRNT,NIKON CORP,7731,6642321,"317,369","$3,228,068.04",4.64%
04/17/2025,PRNT,SIEMENS AG-REG,SIE,5727973,"14,753","$3,126,884.10",4.49%
04/17/2025,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,"24,990","$2,932,954.41",4.21%
04/17/2025,PRNT,PROTO LABS INC,PRLB,743713109,"87,046","$2,907,336.40",4.18%
04/17/2025,PRNT,AUTODESK INC,ADSK,052769106,"10,328","$2,686,932.48",3.86%
04/17/2025,PRNT,ANSYS INC,ANSS,03662Q105,"8,637","$2,604,832.83",3.74%
04/17/2025,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,"97,767","$2,420,710.92",3.48%
04/17/2025,PRNT,HP INC,HPQ,40434L105,"102,721","$2,410,861.87",3.46%
04/17/2025,PRNT,RENISHAW PLC,RSW,0732358,"81,660","$2,394,451.95",3.44%
04/17/2025,PRNT,PTC INC,PTC,69370C100,"16,059","$2,312,174.82",3.32%
04/17/2025,PRNT,XOMETRY INC-A,XMTR,98423F109,"100,587","$2,198,831.82",3.16%
04/17/2025,PRNT,MATERIALISE NV-ADR,MTLS,57667T100,"466,000","$2,157,580.00",3.10%
04/17/2025,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,"1,438,408","$2,114,459.76",3.04%
04/17/2025,PRNT,3D SYSTEMS CORP,DDD,88554D205,"1,090,885","$2,105,408.05",3.02%
04/17/2025,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,"160,773","$2,033,778.45",2.92%
04/17/2025,PRNT,HEXAGON AB-B SHS,HEXAB S,BNZFHC1,"133,200","$1,228,421.08",1.76%
04/17/2025,PRNT,OC OERLIKON CORP AG-REG,OERL,4612757,"300,747","$1,223,390.16",1.76%
04/17/2025,PRNT,MICHELIN (CGDE),ML,BPBPJ01,"34,445","$1,178,981.25",1.69%
