date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/08/2025,PRNT,BICO GROUP AB,BICO,BKMFJ94,"1,096,807","$3,632,631.39",5.60%
04/08/2025,PRNT,STRATASYS LTD,SSYS,M85548101,"374,010","$3,396,010.80",5.24%
04/08/2025,PRNT,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"3,336,439","$3,336,439.16",5.14%
04/08/2025,PRNT,DASSAULT SYSTEMES SE,DSY FP,BM8H5Y5,"84,773","$2,946,026.50",4.54%
04/08/2025,PRNT,SIEMENS AG-REG,SIE,5727973,"14,753","$2,844,549.52",4.39%
04/08/2025,PRNT,PROTO LABS INC,PRLB,743713109,"87,046","$2,765,451.42",4.26%
04/08/2025,PRNT,NIKON CORP,7731,6642321,"317,369","$2,722,664.86",4.20%
04/08/2025,PRNT,STRAUMANN HOLDING AG-REG,STMN SE,BQ7ZV06,"24,990","$2,653,367.13",4.09%
04/08/2025,PRNT,AUTODESK INC,ADSK,052769106,"10,328","$2,516,107.36",3.88%
04/08/2025,PRNT,TITOMIC LTD,TTT,BYZ03N6,"22,883,531","$2,461,947.77",3.80%
04/08/2025,PRNT,ANSYS INC,ANSS,03662Q105,"8,637","$2,454,549.03",3.78%
04/08/2025,PRNT,HP INC,HPQ,40434L105,"102,721","$2,401,616.98",3.70%
04/08/2025,PRNT,FARO TECHNOLOGIES INC,FARO,311642102,"97,767","$2,361,073.05",3.64%
04/08/2025,PRNT,RENISHAW PLC,RSW,0732358,"81,660","$2,253,391.49",3.47%
04/08/2025,PRNT,PTC INC,PTC,69370C100,"16,059","$2,243,281.71",3.46%
04/08/2025,PRNT,3D SYSTEMS CORP,DDD,88554D205,"1,090,885","$2,214,496.55",3.41%
04/08/2025,PRNT,DENTSPLY SIRONA INC,XRAY UW,24906P109,"160,773","$2,128,634.52",3.28%
04/08/2025,PRNT,XOMETRY INC-A,XMTR,98423F109,"100,587","$2,103,274.17",3.24%
04/08/2025,PRNT,NANO DIMENSION LTD - ADR,NNDM,63008G203,"1,438,408","$2,042,539.36",3.15%
