date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/14/2025,ARKK,TESLA INC,TSLA,88160R101,"2,355,174","$566,843,278.32",10.91%
03/14/2025,ARKK,ROKU INC,ROKU,77543R102,"6,375,799","$431,195,286.37",8.30%
03/14/2025,ARKK,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"2,091,187","$371,164,780.63",7.14%
03/14/2025,ARKK,ROBLOX CORP -CLASS A,RBLX,771049103,"6,644,978","$370,324,623.94",7.13%
03/14/2025,ARKK,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"3,903,639","$310,807,737.18",5.98%
03/14/2025,ARKK,CRISPR THERAPEUTICS AG,CRSP,H17182108,"7,216,095","$303,003,829.05",5.83%
03/14/2025,ARKK,SHOPIFY INC - CLASS A,SHOP,82509L107,"2,647,031","$239,794,538.29",4.62%
03/14/2025,ARKK,TEMPUS AI INC,TEM,88023B103,"5,261,121","$221,835,166.97",4.27%
03/14/2025,ARKK,ROBINHOOD MARKETS INC - A,HOOD,770700102,"5,836,835","$210,242,796.70",4.05%
03/14/2025,ARKK,META PLATFORMS INC-CLASS A,META,30303M102,"255,873","$151,128,828.72",2.91%
03/14/2025,ARKK,TWIST BIOSCIENCE CORP,TWST,90184D100,"3,671,265","$143,619,886.80",2.76%
03/14/2025,ARKK,BEAM THERAPEUTICS INC,BEAM,07373V105,"5,483,875","$137,425,907.50",2.65%
03/14/2025,ARKK,BLOCK INC,XYZ,852234103,"2,364,761","$127,791,684.44",2.46%
03/14/2025,ARKK,ARCHER AVIATION INC-A,ACHR,03945R102,"17,583,399","$127,479,642.75",2.45%
03/14/2025,ARKK,AMAZON.COM INC,AMZN,023135106,"604,099","$117,128,755.11",2.25%
03/14/2025,ARKK,RECURSION PHARMACEUTICALS-A,RXRX,75629V104,"19,576,279","$116,283,097.26",2.24%
03/14/2025,ARKK,PAGERDUTY INC,PD,69553P100,"7,288,640","$113,775,670.40",2.19%
03/14/2025,ARKK,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"3,078,173","$113,861,619.27",2.19%
03/14/2025,ARKK,TERADYNE INC,TER,880770102,"1,199,564","$102,358,796.12",1.97%
03/14/2025,ARKK,10X GENOMICS INC-CLASS A,TXG,88025U109,"8,940,623","$88,333,355.24",1.70%
03/14/2025,ARKK,ILLUMINA INC,ILMN,452327109,"955,960","$80,348,438.00",1.55%
03/14/2025,ARKK,ADVANCED MICRO DEVICES,AMD,007903107,"814,480","$79,908,632.80",1.54%
03/14/2025,ARKK,UIPATH INC - CLASS A,PATH,90364P105,"7,912,169","$78,884,324.93",1.52%
03/14/2025,ARKK,VERACYTE INC,VCYT,92337F107,"2,572,435","$78,279,197.05",1.51%
03/14/2025,ARKK,INTELLIA THERAPEUTICS INC,NTLA,45826J105,"8,360,008","$77,079,273.76",1.48%
03/14/2025,ARKK,PINTEREST INC- CLASS A,PINS,72352L106,"2,433,687","$75,760,676.31",1.46%
03/14/2025,ARKK,NATERA INC,NTRA,632307104,"488,258","$69,581,647.58",1.34%
03/14/2025,ARKK,GITLAB INC-CL A,GTLB,37637K108,"1,336,097","$66,778,128.06",1.29%
03/14/2025,ARKK,TRADE DESK INC/THE -CLASS A,TTD,88339J105,"1,161,128","$62,561,576.64",1.20%
03/14/2025,ARKK,DEERE & CO,DE,244199105,"128,819","$60,170,066.71",1.16%
03/14/2025,ARKK,IRIDIUM COMMUNICATIONS INC,IRDM,46269C102,"1,531,070","$41,139,850.90",0.79%
03/14/2025,ARKK,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,"19,890,239","$23,868,286.80",0.46%
03/14/2025,ARKK,CERUS CORP,CERS,157085101,"11,956,140","$16,619,034.60",0.32%
03/14/2025,ARKK,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"15,502,460","$15,502,460.49",0.30%
03/14/2025,ARKK,PRIME MEDICINE INC,PRME,74168J101,"1,943,447","$3,342,728.84",0.06%
03/14/2025,ARKK,SOFI TECHNOLOGIES INC,SOFI,83406F102,"119,470","$1,360,763.30",0.03%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2024. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
